Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;"Rating;";;;
Spartan: Total Warrior;GC;2005;Action;Sega;0.05;0.01;0;0;0.07;73;24;8.3;15;"M;";;;
Spawn: Armageddon;GC;2003;Action;Electronic Arts;0.05;0.01;0;0;0.07;61;19;7.2;9;"M;";;;
Speed Kings;GC;2003;Racing;Acclaim Entertainment;0.01;0;0;0;0.02;59;9;;;"E;";;;
Sphinx and the Cursed Mummy;GC;2003;Action;THQ;0.11;0.03;0;0;0.14;79;22;8.8;12;"T;";;;
Spider-Man 2;GC;2004;Action;Activision;0.65;0.17;0;0.02;0.84;80;41;8.8;30;"T;";;;
Spider-Man: The Movie;GC;2002;Action;Activision;0.86;0.27;0.01;0.04;1.19;76;14;7.3;11;"E;";;;
Spirits & Spells;GC;2003;Platform;Wanadoo;0.01;0;0;0;0.02;;;;;";";;;
SpongeBob SquarePants: Battle for Bikini Bottom;GC;2003;Platform;THQ;0.74;0.19;0;0.03;0.95;71;10;8.6;34;"E;";;;
SpongeBob SquarePants: Creature from the Krusty Kra;GC;2006;Platform;THQ;0.25;0.07;0;0.01;0.33;74;5;7.5;13;"E;";;;
SpongeBob SquarePants: Revenge of the Flying Dutchman;GC;2002;Platform;THQ;0.15;0.04;0;0.01;0.2;66;4;8.3;10;"E;";;;
Spy Hunter;GC;2002;Racing;Midway Games;0.16;0.04;0;0.01;0.2;71;16;;;"T;";;;
Spyro: A Heros Tail;GC;2004;Platform;Vivendi Games;0.22;0.06;0;0.01;0.29;62;13;8.3;10;"E;";;;
Spyro: Enter the Dragonfly;GC;2002;Platform;Universal Interactive;0.55;0.14;0;0.02;0.71;48;13;5.1;24;"E;";;;
SRS: Street Racing Syndicate;GC;2004;Racing;Namco Bandai Games;0.07;0.02;0;0;0.08;;;;;";";;;
SSX 3;GC;2003;Sports;Electronic Arts;0.29;0.08;0;0.01;0.38;92;27;8.7;45;"E;";;;
SSX On Tour;GC;2005;Sports;Electronic Arts;0.13;0.03;0;0;0.17;80;27;7.5;14;"E;";;;
SSX Tricky;GC;2001;Sports;Electronic Arts;0.42;0.11;0;0.01;0.54;87;20;8.6;18;"E;";;;
Star Fox Adventures;GC;2002;Adventure;Nintendo;0.96;0.53;0.3;0.09;1.87;82;39;7.7;148;"T;";;;
Star Fox: Assault;GC;2005;Shooter;Nintendo;0.68;0.18;0.19;0.03;1.08;67;59;8.1;106;"T;";;;
Star Wars Jedi Knight II: Jedi Outcast;GC;2002;Shooter;Activision;0.18;0.05;0;0.01;0.23;75;17;7.8;19;"T;";;;
Star Wars Rogue Leader: Rogue Squadron II;GC;2001;Simulation;LucasArts;1.03;0.75;0.03;0.09;1.9;90;45;8.6;80;"T;";;;
Star Wars Rogue Squadron III: Rebel Strike;GC;2003;Simulation;LucasArts;0.62;0.16;0;0.02;0.8;75;36;7.6;51;"T;";;;
Star Wars: Bounty Hunter;GC;2002;Shooter;LucasArts;0.2;0.05;0;0.01;0.26;67;20;7.6;16;"T;";;;
Star Wars: Clone Wars;GC;2002;Shooter;Activision;0.31;0.08;0;0.01;0.4;;;;;";";;;
Starsky & Hutch;GC;2003;Racing;BAM! Entertainment;0.08;0.02;0;0;0.11;;;;;";";;;
Street Hoops;GC;2002;Sports;Activision;0.09;0.02;0;0;0.12;56;9;7.3;7;"T;";;;
Strike Force Bowling;GC;2005;Sports;Crave Entertainment;0.05;0.01;0;0;0.06;47;4;;;"E;";;;
Summoner: A Goddess Reborn;GC;2003;Role-Playing;THQ;0.04;0.01;0;0;0.05;72;19;7.3;4;"T;";;;
Super Bubble Pop;GC;2003;Puzzle;Jaleco;0.04;0.01;0;0;0.05;54;12;;;"E;";;;
Super Mario Strikers;GC;2005;Sports;Nintendo;0.98;0.38;0.2;0.04;1.61;76;39;8.7;56;"E;";;;
Super Mario Sunshine;GC;2002;Platform;Nintendo;4.01;1.26;0.87;0.17;6.31;92;61;8.6;444;"E;";;;
Super Monkey Ball;GC;2001;Puzzle;Atari;0.95;0.37;0.1;0.04;1.46;87;28;7.9;46;"E;";;;
Super Monkey Ball 2;GC;2002;Puzzle;Atari;1.11;0.31;0.06;0.04;1.52;87;34;8.5;51;"E;";;;
Super Monkey Ball Adventure;GC;2006;Platform;Sega;0.12;0.03;0;0;0.15;51;24;7.2;9;"E;";;;
Super Smash Bros. Melee;GC;2001;Fighting;Nintendo;4.41;1.04;1.39;0.22;7.07;92;38;9.1;573;"T;";;;
Superman: Shadow of Apokolips;GC;2003;Action;Atari;0.06;0.02;0;0;0.08;66;7;7.3;8;"E;";;;
Surfs Up;GC;2007;Sports;Ubisoft;0.01;0;0;0;0.01;;;;;"E10+;";;;
Swingerz Golf;GC;2002;Sports;Eidos Interactive;0.06;0.02;0;0;0.08;72;11;9.3;4;"E;";;;
SX Superstar;GC;2003;Racing;Acclaim Entertainment;0.03;0.01;0;0;0.03;;;;;";";;;
Tak 2: The Staff of Dreams;GC;2004;Platform;THQ;0.26;0.07;0;0.01;0.33;75;22;8.6;8;"E;";;;
Tak and the Power of Juju;GC;2003;Platform;THQ;0.31;0.08;0;0.01;0.4;71;16;8.2;9;"E;";;;
Tak: The Great Juju Challenge;GC;2005;Platform;THQ;0.12;0.03;0;0;0.15;75;17;9.3;4;"E;";;;
Tales of Symphonia;GC;2003;Role-Playing;Nintendo;0.54;0.21;0.31;0.04;1.1;86;60;8.5;181;"T;";;;
Taz Wanted;GC;2002;Platform;Atari;0.06;0.02;0;0;0.08;61;5;7;5;"E;";;;
Teen Titans;GC;2006;Action;THQ;0.25;0.07;0;0.01;0.33;63;11;6.9;11;"E10+;";;;
Teenage Mutant Ninja Turtles;GC;2003;Action;Konami Digital Entertainment;0.26;0.07;0;0.01;0.34;57;25;8;8;"E;";;;
Teenage Mutant Ninja Turtles 2: Battle Nexus;GC;2004;Action;Konami Digital Entertainment;0.15;0.04;0;0.01;0.19;49;16;4.6;7;"T;";;;
Teenage Mutant Ninja Turtles 3: Mutant Nightmare;GC;2005;Action;Konami Digital Entertainment;0.09;0.02;0;0;0.12;57;10;;;"E10+;";;;
Terminator 3: The Redemption;GC;2004;Shooter;Atari;0.02;0;0;0;0.02;68;20;;;"T;";;;
Tetris Worlds;GC;2002;Puzzle;THQ;0.17;0.04;0;0.01;0.22;47;10;5.6;8;"E;";;;
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies;GC;2004;Action;THQ;0.22;0.06;0;0.01;0.28;65;8;;;"E;";;;
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion;GC;2003;Action;THQ;0.09;0.02;0;0;0.11;;;;;";";;;
The Ant Bully;GC;2006;Platform;Midway Games;0.09;0.02;0;0;0.12;51;8;;;"E10+;";;;
The Fairly Odd Parents: Shadow Showdown;GC;2004;Platform;THQ;0.16;0.04;0;0.01;0.2;;;;;";";;;
The Fairly OddParents: Breakin Da Rules;GC;2003;Platform;THQ;0.16;0.04;0;0.01;0.21;;;;;";";;;
The Grim Adventures of Billy & Mandy;GC;2006;Action;Midway Games;0.13;0.03;0;0;0.17;;;;;";";;;
The Hobbit;GC;2003;Platform;Vivendi Games;0.13;0.03;0;0;0.17;61;17;7.3;8;"E;";;;
The Incredible Hulk: Ultimate Destruction;GC;2005;Action;Vivendi Games;0.11;0.03;0;0;0.15;84;30;8.5;15;"T;";;;
The Incredibles;GC;2004;Action;THQ;0.65;0.17;0;0.02;0.84;63;27;7.1;7;"T;";;;
The Incredibles: Rise of the Underminer;GC;2005;Action;THQ;0.12;0.03;0;0;0.16;67;7;6.6;7;"E10+;";;;
The Italian Jo;GC;2003;Racing;Eidos Interactive;0.03;0.01;0;0;0.03;56;10;;;"T;";;;
The Legend of Spyro: A New Beginning;GC;2006;Platform;Vivendi Games;0.15;0.04;0;0.01;0.19;67;13;7.3;11;"E10+;";;;
The Legend of Zelda: Four Swords Adventures;GC;2004;Action;Nintendo;0.63;0.16;0;0.02;0.81;86;55;7.2;74;"E;";;;
The Legend of Zelda: The Wind Waker;GC;2002;Action;Nintendo;2.6;0.99;0.89;0.13;4.6;96;80;8.9;977;"E;";;;
The Legend of Zelda: Twilight Princess;GC;2006;Action;Nintendo;1.15;0.36;0.04;0.04;1.59;96;16;9.2;572;"T;";;;
The Lord of the Rings: The Return of the King;GC;2003;Action;Electronic Arts;0.53;0.14;0;0.02;0.69;84;23;8.5;21;"T;";;;
The Lord of the Rings: The Third Age;GC;2004;Role-Playing;Electronic Arts;0.22;0.06;0;0.01;0.29;74;25;7.8;19;"T;";;;
The Lord of the Rings: The Two Towers;GC;2002;Action;Electronic Arts;0.41;0.11;0;0.01;0.53;82;13;8.7;23;"T;";;;
The Polar Express;GC;2004;Adventure;THQ;0.08;0.02;0;0;0.11;40;7;4.7;9;"E;";;;
The Powerpuff Girls: Relish Rampage;GC;2002;Action;BAM! Entertainment;0.05;0.01;0;0;0.07;;;7.6;5;"E;";;;
The Scorpion King: Rise of the Akkadian;GC;2002;Action;Universal Interactive;0.08;0.02;0;0;0.11;49;7;;;"T;";;;
The Simpsons: Hit & Run;GC;2003;Racing;Vivendi Games;0.77;0.2;0;0.03;0.99;;;;;";";;;
The Simpsons: Road Rage;GC;2001;Racing;Electronic Arts;0.19;0.05;0;0.01;0.24;67;16;7.7;12;"T;";;;
The Sims;GC;2003;Simulation;Electronic Arts;0.35;0.13;0;0.01;0.49;85;16;7.7;22;"T;";;;
The Sims 2;GC;2005;Simulation;Electronic Arts;0.26;0.07;0;0.01;0.33;73;22;8.3;8;"T;";;;
The Sims 2: Pets;GC;2006;Simulation;Electronic Arts;0.21;0.05;0;0.01;0.27;66;15;7.3;8;"T;";;;
The Sims: Bustin Out;GC;2003;Simulation;Electronic Arts;0.43;0.2;0;0.03;0.66;81;30;9;15;"T;";;;
The SpongeBob SquarePants Movie;GC;2004;Platform;THQ;0.73;0.19;0;0.03;0.94;73;9;7.8;13;"E;";;;
The Sum of All Fears;GC;2003;Shooter;Ubisoft;0.03;0.01;0;0;0.03;36;11;3.4;5;"T;";;;
The Urbz: Sims in the City;GC;2004;Simulation;Electronic Arts;0.24;0.14;0;0.02;0.4;73;19;8.4;16;"T;";;;
Tiger Woods PGA Tour 06;GC;2005;Sports;Electronic Arts;0.08;0.02;0;0;0.11;82;19;5.8;5;"E;";;;
Tiger Woods PGA Tour 2003;GC;2002;Sports;Electronic Arts;0.18;0.05;0;0.01;0.23;90;10;8;5;"E;";;;
Tiger Woods PGA Tour 2004;GC;2003;Sports;Electronic Arts;0.12;0.03;0;0;0.16;89;16;8.4;8;"E;";;;
Tiger Woods PGA Tour 2005;GC;2004;Sports;Electronic Arts;0.1;0.03;0;0;0.14;88;18;;;"E;";;;
TimeSplitters 2;GC;2002;Shooter;Eidos Interactive;0.34;0.09;0;0.01;0.44;88;18;9;65;"T;";;;
TimeSplitters: Future Perfect;GC;2005;Shooter;Electronic Arts;0.06;0.02;0;0;0.08;82;32;9.1;41;"M;";;;
TMNT: Mutant Melee;GC;2005;Fighting;Konami Digital Entertainment;0.06;0.01;0;0;0.07;44;16;2.8;4;"T;";;;
Tom and Jerry in War of the Whiskers;GC;2003;Fighting;NewKidCo;0.05;0.01;0;0;0.07;;;;;";";;;
Tom Clancys Ghost Recon;GC;2003;Shooter;Ubisoft;0.11;0.03;0;0;0.15;59;15;5.4;17;"M;";;;
Tom Clancys Ghost Recon 2;GC;2005;Shooter;Ubisoft;0.06;0.01;0;0;0.07;54;10;1.5;10;"T;";;;
Tom Clancys Rainbow Six 3;GC;2004;Shooter;Ubisoft;0.04;0.01;0;0;0.06;68;25;8.2;5;"M;";;;
Tom Clancys Rainbow Six: Lockdown;GC;2005;Shooter;Ubisoft;0.04;0.01;0;0;0.05;72;8;7.8;5;"M;";;;
Tom Clancys Splinter Cell;GC;2003;Action;Ubisoft;0.18;0.05;0;0.01;0.23;89;19;8.7;25;"T;";;;
Tom Clancys Splinter Cell: Chaos Theory;GC;2005;Action;Ubisoft;0.08;0.02;0;0;0.1;81;28;8.5;16;"M;";;;
Tom Clancys Splinter Cell: Double Agent;GC;2006;Action;Ubisoft;0.04;0.01;0;0;0.06;64;8;7.1;7;"M;";;;
Tom Clancys Splinter Cell: Pandora Tomorrow;GC;2004;Action;Ubisoft;0.06;0.02;0;0;0.08;78;25;8;11;"T;";;;
Tomb Raider: Legend;GC;2006;Action;Eidos Interactive;0.06;0.02;0;0;0.08;78;6;7.8;8;"T;";;;
Tonka Rescue Patrol;GC;2003;Action;TDK Mediactive;0.05;0.01;0;0;0.06;;;;;";";;;
Tony Hawks American Wasteland;GC;2005;Sports;Activision;0.33;0.08;0;0.01;0.42;76;26;7.7;15;"T;";;;
Tony Hawks Pro Skater 3;GC;2001;Sports;Activision;0.64;0.17;0;0.02;0.82;91;27;9;27;"T;";;;
Tony Hawks Pro Skater 4;GC;2002;Sports;Activision;0.45;0.12;0;0.02;0.58;91;19;8.5;22;"T;";;;
Tony Hawks Underground;GC;2003;Sports;Activision;0.54;0.14;0;0.02;0.7;89;19;8.5;24;"T;";;;
Tony Hawks Underground 2;GC;2004;Sports;Activision;0.38;0.1;0;0.01;0.5;82;30;8.9;17;"T;";;;
Top Gun: Combat Zones;GC;2002;Simulation;Titus;0.12;0.03;0;0;0.15;59;10;7.1;7;"E;";;;
Trigger Man;GC;2004;Shooter;Crave Entertainment;0.01;0;0;0;0.02;;;;;"T;";;;
True Crime: New York City;GC;2005;Action;Activision;0.13;0.03;0;0;0.17;59;25;8.8;24;"M;";;;
True Crime: Streets of LA;GC;2003;Action;Activision;0.44;0.11;0;0.02;0.56;77;29;7.3;29;"M;";;;
Tube Slider;GC;2003;Racing;Interchannel;0.02;0;0;0;0.02;62;21;;;"E;";;;
Turok: Evolution;GC;2002;Shooter;Acclaim Entertainment;0.3;0.08;0;0.01;0.38;70;19;7;21;"M;";;;
Ty the Tasmanian Tiger;GC;2002;Platform;Electronic Arts;0.21;0.05;0;0.01;0.27;69;12;8.5;16;"E;";;;
Ty the Tasmanian Tiger 2: Bush Rescue;GC;2004;Platform;Electronic Arts;0.15;0.04;0;0.01;0.2;70;20;8.5;12;"E;";;;
Ty the Tasmanian Tiger 3: Night of the Quinkan;GC;2005;Action;Activision;0.07;0.02;0;0;0.09;68;11;7.6;10;"E10+;";;;
Ultimate Fighting Championship: Throwdown;GC;2002;Fighting;Ubisoft;0.06;0.02;0;0;0.08;67;8;;;"T;";;;
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation;GC;2002;Fighting;Namco Bandai Games;0.04;0.01;0.08;0;0.14;;;;;";";;;
Ultimate Spider-Man;GC;2005;Action;Activision;0.29;0.07;0;0.01;0.37;76;36;7.2;21;"T;";;;
Universal Studios Theme Parks Adventure;GC;2001;Misc;Kemco;0.08;0.02;0;0;0.1;39;11;2.9;11;"T;";;;
Vexx;GC;2003;Platform;Acclaim Entertainment;0.05;0.01;0;0;0.06;71;22;7.3;6;"T;";;;
Viewtiful Joe;GC;2003;Action;Capcom;0.38;0.1;0.12;0.02;0.62;93;52;8.3;117;"T;";;;
Viewtiful Joe 2;GC;2004;Action;Capcom;0.17;0.04;0;0.01;0.22;86;39;8.3;19;"T;";;;
Viewtiful Joe: Red Hot Rumble;GC;2005;Action;Capcom;0.04;0.01;0;0;0.06;62;27;6.9;8;"T;";;;
Virtua Quest;GC;2004;Role-Playing;Sega;0.01;0;0;0;0.01;55;19;5.5;12;"T;";;;
Virtua Striker 2002;GC;2002;Sports;Sega;0.01;0;0.03;0;0.05;58;20;6.3;6;"E;";;;
Wallace & Gromit in Project Zoo;GC;2003;Platform;BAM! Entertainment;0.05;0.01;0;0;0.07;;;;;";";;;
Wario World;GC;2003;Platform;Nintendo;0.34;0.09;0;0.01;0.44;71;30;7.2;44;"E;";;;
Wave Race: Blue Storm;GC;2001;Racing;Nintendo;0.4;0.1;0.09;0.02;0.6;80;21;8.3;29;"E;";;;
Whirl Tour;GC;2002;Sports;Vivendi Games;0.04;0.01;0;0;0.05;61;10;9;4;"E;";;;
World Series of Poker;GC;2005;Misc;Activision Value;0.04;0.01;0;0;0.05;44;5;;;"E10+;";;;
Worms 3D;GC;2003;Strategy;Sega;0.05;0.01;0;0;0.07;69;23;7.8;21;"T;";;;
Worms Blast;GC;2002;Puzzle;Ubisoft;0.05;0.01;0;0;0.06;65;12;;;"E;";;;
Wreckless: ThE YaKuza MisSiOns;GC;2002;Racing;Activision;0.04;0.01;0;0;0.06;58;17;;;"T;";;;
WTA Tour Tennis;GC;2002;Sports;Konami Digital Entertainment;0.01;0;0;0;0.01;55;4;;;"E;";;;
WWE Crush Hour;GC;2003;Racing;THQ;0.06;0.02;0;0;0.08;55;14;7;5;"T;";;;
WWE Day of Reckoning;GC;2004;Fighting;THQ;0.35;0.09;0;0.01;0.45;79;47;9.1;81;"T;";;;
WWE Day of Reckoning 2;GC;2005;Fighting;THQ;0.26;0.07;0;0.01;0.34;76;36;6;263;"T;";;;
WWE Wrestlemania X8;GC;2002;Fighting;THQ;0.38;0.1;0;0.01;0.49;64;25;6.9;20;"T;";;;
WWE Wrestlemania XIX;GC;2003;Fighting;THQ;0.26;0.07;0;0.01;0.33;76;26;8.7;47;"T;";;;
X2: Wolverines Revenge;GC;2003;Platform;Activision;0.09;0.02;0;0;0.12;62;21;6.6;8;"T;";;;
XGIII: Extreme G Racing;GC;2001;Racing;Acclaim Entertainment;0.12;0.03;0;0;0.15;83;21;7.8;14;"E;";;;
XGRA: Extreme G Racing Association;GC;2003;Racing;Acclaim Entertainment;0.02;0;0;0;0.02;69;13;7;5;"T;";;;
XIII;GC;2003;Shooter;Ubisoft;0.07;0.02;0;0;0.09;73;27;7.7;21;"M;";;;
X-Men Legends;GC;2004;Role-Playing;Activision;0.41;0.11;0;0.01;0.53;81;36;8.4;12;"T;";;;
X-Men Legends II: Rise of Apocalypse;GC;2005;Role-Playing;Activision;0.19;0.05;0;0.01;0.25;82;34;6.2;26;"T;";;;
X-Men: Next Dimension;GC;2002;Fighting;Activision;0.1;0.03;0;0;0.13;63;17;8.2;11;"T;";;;
X-Men: The Official Game;GC;2006;Action;Activision;0.12;0.03;0;0;0.15;50;31;6.3;8;"T;";;;
Yu-Gi-Oh! The Falsebound Kingdom;GC;2002;Strategy;Konami Digital Entertainment;0.49;0.13;0.07;0.02;0.71;;;;;";";;;
Zapper: One Wicked Cricket!;GC;2002;Platform;Infogrames;0.1;0.03;0;0;0.13;;;;;";";;;
Zatch Bell! Mamodo Battles;GC;2005;Fighting;Namco Bandai Games;0.05;0.01;0;0;0.06;;;;;";";;;
Zatch Bell! Mamodo Fury;GC;2005;Fighting;Namco Bandai Games;0.03;0.01;0;0;0.04;;;;;";";;;
Zoids: Battle Legends;GC;2003;Action;Tomy Corporation;0.12;0.03;0;0;0.15;;;8.1;14;"T;";;;
ZooCube;GC;2002;Puzzle;Acclaim Entertainment;0.02;0;0;0;0.02;67;15;6.1;7;"E;";;;
Beyond Oasis;GEN;1993;Role-Playing;Sega;0;0;0.05;0;0.05;;;;;";";;;
Castlevania Bloodlines;GEN;1994;Platform;Konami Digital Entertainment;0;0;0.04;0;0.04;;;;;";";;;
Disney's The Lion King;GEN;1994;Platform;Virgin Interactive;0.97;0.37;0.03;0.05;1.41;;;;;";";;;
Dragon Slayer: The Legend of Heroes;GEN;1994;Role-Playing;Sega;0;0;0.08;0;0.08;;;;;";";;;
Dynamite Headdy;GEN;1993;Platform;Sega;0;0;0.05;0;0.05;;;;;";";;;
Ecco the Dolphin;GEN;1992;Adventure;Sega;0;0;0.12;0;0.12;;;;;";";;;
Ecco: The Tides of Time;GEN;1993;Adventure;Sega;0;0;0.07;0;0.07;;;;;";";;;
Gunstar Heroes;GEN;1992;Shooter;Sega;0;0;0.13;0;0.13;;;;;";";;;
J-League Pro Striker 2;GEN;1994;Sports;Sega;0;0;0.04;0;0.04;;;;;";";;;
Mortal Kombat;GEN;1992;Fighting;Arena Entertainment;1.95;0.63;0;0.09;2.67;;;;;";";;;
Mortal Kombat 3;GEN;1994;Fighting;Acclaim Entertainment;1.03;0.27;0;0.04;1.34;;;;;";";;;
NBA Jam;GEN;1992;Sports;Arena Entertainment;1.75;0.25;0;0.05;2.05;;;;;";";;;
NBA Jam Tournament Edition;GEN;1994;Sports;Acclaim Entertainment;0.95;0.14;0;0.03;1.11;;;;;";";;;
Puzzle & Action: Tant-R;GEN;1994;Misc;Sega;0;0;0.03;0;0.03;;;;;";";;;
Shining Force II;GEN;1993;Strategy;Sega;0;0;0.19;0;0.19;;;;;";";;;
Sonic & Knuckles;GEN;1994;Platform;Sega;1.24;0.43;0.03;0.12;1.82;;;;;";";;;
Sonic the Hedgehog;GEN;1991;Platform;Sega;3.03;0.91;0.26;0.13;4.34;;;;;";";;;
Sonic the Hedgehog 2;GEN;1992;Platform;Sega;4.47;1.2;0.16;0.19;6.03;;;;;";";;;
Sonic the Hedgehog 3;GEN;1994;Platform;Sega;1.02;0.47;0.2;0.07;1.76;;;;;";";;;
Street Fighter II: Special Champion Edition;GEN;1992;Fighting;Sega;1;0.3;0.31;0.04;1.66;;;;;";";;;
Street Fighter II: Special Champion Edition (JP weekly sales);GEN;1993;Action;Capcom;0;0;0.07;0;0.07;;;;;";";;;
Streets of Rage;GEN;1990;Action;Sega;1.86;0.55;0.11;0.08;2.6;;;;;";";;;
Streets of Rage 3;GEN;1993;Action;Sega;0;0;0.07;0;0.07;;;;;";";;;
Super Street Fighter II;GEN;1993;Fighting;Capcom;0;0;0.15;0;0.15;;;;;";";;;
Virtua Racing;GEN;1994;Racing;Sega;0;0;0.26;0;0.26;;;;;";";;;
Yuu Yuu Hakusho: Makyo Toitsusen;GEN;1994;Fighting;Sega;0;0;0.08;0;0.08;;;;;";";;;
Sonic the Hedgehog 2 (8-bit);GG;1992;Platform;Sega;0;0;0.04;0;0.04;;;;;";";;;
007: The World is not Enough;N64;2000;Action;Electronic Arts;1.13;0.38;0.02;0.03;1.55;;;;;";";;;
1080\xc2\xb0: TenEighty Snowboarding;N64;1998;Sports;Nintendo;1.25;0.61;0.13;0.05;2.03;;;;;";";;;
64 de Hakken! Tamagotchi Minna de Tamagotchi World;N64;1997;Misc;Namco Bandai Games;0;0;0.22;0;0.22;;;;;";";;;
A Bugs Life;N64;1998;Platform;Activision;0.49;0.13;0;0.01;0.63;;;;;";";;;
Aero Gauge;N64;1997;Racing;ASCII Entertainment;0.06;0.01;0;0;0.07;;;;;";";;;
AeroFighters Assault;N64;1997;Action;Video System;0.15;0.04;0;0;0.19;;;;;";";;;
Aidyn Chronicles: The First Mage;N64;2001;Role-Playing;THQ;0.08;0.02;0;0;0.1;;;;;";";;;
All Star Tennis 99;N64;1999;Sports;Ubisoft;0.04;0.01;0;0;0.05;;;;;";";;;
All-Star Baseball 2000;N64;1999;Sports;Acclaim Entertainment;0.36;0.03;0;0;0.39;;;;;";";;;
All-Star Baseball 2001;N64;2000;Sports;Acclaim Entertainment;0.22;0.01;0;0;0.23;;;;;";";;;
All-Star Baseball 99;N64;1998;Sports;Acclaim Entertainment;0.44;0.04;0;0;0.48;;;;;";";;;
Armorines: Project S.W.A.R.M.;N64;1999;Shooter;Acclaim Entertainment;0.21;0.05;0;0;0.26;;;;;";";;;
Army Men: Air Combat;N64;2000;Action;3DO;0.19;0.05;0;0;0.24;;;;;";";;;
Army Men: Sarges Heroes;N64;1999;Action;3DO;0.68;0.12;0;0.01;0.81;;;;;";";;;
Army Men: Sarges Heroes 2;N64;2000;Shooter;3DO;0.34;0.07;0;0;0.42;;;;;";";;;
Asteroids Hyper 64;N64;1999;Shooter;Crave Entertainment;0.13;0.03;0;0;0.16;;;;;";";;;
Automobili Lamborghini;N64;1997;Racing;Titus;0.28;0.17;0;0.01;0.47;;;;;";";;;
Banjo-Kazooie;N64;1998;Platform;Nintendo;1.87;1.13;0.55;0.1;3.65;;;;;";";;;
Banjo-Tooie;N64;2000;Platform;Nintendo;0.82;0.36;0.25;0.06;1.49;;;;;";";;;
Bass Hunter 64;N64;1999;Sports;Take-Two Interactive;0.25;0.06;0;0;0.31;;;;;";";;;
Bassmasters 2000;N64;1999;Sports;THQ;0.11;0.03;0;0;0.14;;;;;";";;;
Batman Beyond: Return of the Joker;N64;2000;Action;Ubisoft;0.07;0.02;0;0;0.09;;;;;";";;;
BattleTanx;N64;1998;Action;3DO;0.26;0.06;0;0;0.33;;;;;";";;;
BattleTanx: Global Assault;N64;1999;Action;3DO;0.31;0.07;0;0;0.39;;;;;";";;;
Battlezone: Rise of the Black Dogs;N64;2000;Strategy;Crave Entertainment;0.06;0.01;0;0;0.07;;;;;";";;;
Beetle Adventure Racing!;N64;1999;Racing;Electronic Arts;0.4;0.2;0;0.02;0.62;;;;;";";;;
Big Mountain 2000;N64;1998;Sports;Imagineer;0.02;0.01;0;0;0.03;;;;;";";;;
Bio FREAKS;N64;1998;Action;GT Interactive;0.11;0.03;0;0;0.14;;;;;";";;;
Blast Corps;N64;1997;Action;Nintendo;0.39;0.09;0.17;0.06;0.71;;;;;";";;;
Blues Brothers 2000;N64;2000;Platform;Virgin Interactive;0.04;0.01;0;0;0.05;;;;;";";;;
Body Harvest;N64;1998;Shooter;Gremlin Interactive Ltd;0.16;0.04;0;0;0.2;;;;;";";;;
Bomberman 64;N64;1997;Puzzle;Hudson Soft;0.5;0.2;0.31;0.03;1.04;;;;;";";;;
Bomberman 64: The Second Attack!;N64;1999;Adventure;Hudson Soft;0.05;0.01;0.11;0;0.17;;;;;";";;;
Bomberman Hero;N64;1998;Platform;Nintendo;0.27;0.06;0.08;0.05;0.47;;;;;";";;;
Bottom of the 9th;N64;1999;Sports;Konami Digital Entertainment;0.37;0;0;0;0.37;;;;;";";;;
Brunswick Circuit Pro Bowling;N64;1999;Sports;THQ;0.05;0.01;0;0;0.06;;;;;";";;;
Buck Bumble;N64;1998;Action;Ubisoft;0.13;0.03;0;0;0.16;;;;;";";;;
Bust-A-Move 2 Arcade Edition;N64;1997;Puzzle;Acclaim Entertainment;0.06;0.02;0;0;0.08;;;;;";";;;
Bust-A-Move 99;N64;1998;Puzzle;Acclaim Entertainment;0.05;0.01;0;0;0.06;;;;;";";;;
California Speed;N64;1999;Misc;Midway Games;0.13;0.03;0;0;0.16;;;;;";";;;
Carmageddon 64;N64;1999;Action;Virgin Interactive;0.01;0;0;0;0.01;;;;;";";;;
Castlevania;N64;1999;Platform;Konami Digital Entertainment;0.44;0.1;0.04;0.05;0.64;;;;;";";;;
Castlevania: Legacy of Darkness;N64;1999;Platform;Konami Digital Entertainment;0.06;0.02;0.05;0;0.13;;;;;";";;;
Chameleon Twist;N64;1997;Platform;Sunsoft;0.09;0.02;0;0;0.11;;;;;";";;;
Chameleon Twist 2;N64;1998;Platform;Infogrames;0.04;0.01;0;0;0.05;;;;;";";;;
Charlie Blasts Territory;N64;1999;Action;Kemco;0.02;0.01;0;0;0.03;;;;;";";;;
Chopper Attack;N64;1997;Action;GT Interactive;0.09;0.02;0;0;0.11;;;;;";";;;
Choro Q 64 2: Hacha Mecha Grand Prix Race;N64;1999;Racing;Takara;0;0;0.05;0;0.05;;;;;";";;;
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales);N64;1996;Sports;Imagineer;0;0;0.19;0;0.19;;;;;";";;;
Chou-Kuukan Night Pro Yakyuu King(higher JP sales);N64;1996;Sports;Imagineer;0;0;0.22;0;0.22;;;;;";";;;
ClayFighter 63 1/3;N64;1997;Fighting;Interplay;0.17;0.04;0;0;0.21;;;;;";";;;
Command & Conquer;N64;1999;Strategy;Nintendo;0.22;0.05;0;0;0.27;;;;;";";;;
